observation_id,fixture_id,condition,framing,complexity,expected,generated_classification,logit_classification,logit_correct,pass,parsed,raw_a_logit,raw_b_logit,processed_a_logit,processed_b_logit,raw_ab_margin,decision_margin,prompt_token_count,prompt_char_count,response_token_count,explicit,high,interaction,prompt_tokens_centered,position_centered,position_within_fixture,evaluation_order,model,run_id,seed,prompt_sha256
RESCS1-039:NL,RESCS1-039,NL,NEUTRAL,LOW,A,A,A,1,1,1,35.25,19.5,35.25,19.5,15.75,15.75,217,880,1,0,0,0,0.17,-0.5,1,161,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,1d489ca0918923e124fe1752e72c3a901027439a8c5c47412197e24d9757d067
RESCS1-039:NH,RESCS1-039,NH,NEUTRAL,HIGH,A,A,A,1,1,1,33.5,20.25,33.5,20.25,13.25,13.25,237,956,4,0,1,0,0.37,0.5,2,162,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,c6ff8319862b13429b20da8804896abfdef9a7a466ddb0797f6f3d32dda83283
RESCS1-039:EH,RESCS1-039,EH,EXPLICIT,HIGH,A,A,A,1,1,1,34.75,20.375,34.75,20.375,14.375,14.375,252,940,1,1,1,1,0.52,1.5,3,163,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,6b85fc43ee4d324cb3e13db40138f5655e1f084fa23ff16e43e653c91333c773
RESCS1-034:NL,RESCS1-034,NL,NEUTRAL,LOW,B,A,A,0,0,1,34.25,27.75,34.25,27.75,6.5,-6.5,217,870,1,0,0,0,0.17,-1.5,0,164,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,12dcb2b062285ed3f0aa6242f00126e60a49c880ddd3a8011d15397034e982aa
RESCS1-034:NH,RESCS1-034,NH,NEUTRAL,HIGH,B,A,A,0,0,1,33.0,28.125,33.0,28.125,4.875,-4.875,237,946,1,0,1,0,0.37,-0.5,1,165,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,8585d1691e8d3ae0ce7035e200bb9e95376c38d7577502c186c4df47056b8a39
RESCS1-034:EH,RESCS1-034,EH,EXPLICIT,HIGH,B,A,A,0,0,1,31.25,30.875,31.25,30.875,0.375,-0.375,252,930,1,1,1,1,0.52,0.5,2,166,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,80027d8c04223bbf82c9f3d9dd13d52fae0132ce9b2cdfd5036e387bd15e639c
RESCS1-034:EL,RESCS1-034,EL,EXPLICIT,LOW,B,A,A,0,0,1,32.75,31.5,32.75,31.5,1.25,-1.25,224,858,1,1,0,0,0.24,1.5,3,167,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,1c714f514bf399de6cd81e757d3b361f05be1b0bda942b9f675ae4efcd9f2e20
RESCS1-019:NH,RESCS1-019,NH,NEUTRAL,HIGH,B,B,B,1,1,1,24.5,35.25,24.5,35.25,-10.75,10.75,234,936,1,0,1,0,0.34,-1.5,0,168,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,a84d28638e308d374c87f54070df00ee666a6eeed1f517721c439c35822b726c
RESCS1-019:EH,RESCS1-019,EH,EXPLICIT,HIGH,B,B,B,1,1,1,27.25,35.0,27.25,35.0,-7.75,7.75,249,920,1,1,1,1,0.49,-0.5,1,169,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,b31de4ff32170fe1ff938ef9011ff846de45af286f70a2bbb45d384a7b133826
RESCS1-019:EL,RESCS1-019,EL,EXPLICIT,LOW,B,B,B,1,1,1,26.125,36.0,26.125,36.0,-9.875,9.875,222,847,1,1,0,0,0.22,0.5,2,170,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,223051e645e2122067fe15d9b6961d5f1588732e35b1052cc145ad7c19ec28ef
RESCS1-019:NL,RESCS1-019,NL,NEUTRAL,LOW,B,B,B,1,1,1,22.875,35.0,22.875,35.0,-12.125,12.125,216,859,1,0,0,0,0.16,1.5,3,171,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,73dc82638ab03a29578c9e273c08737aa1babfd8a7a77db0c0e6f523d0e6da44
RESCS1-003:EH,RESCS1-003,EH,EXPLICIT,HIGH,B,B,B,1,1,1,32.75,34.5,32.75,34.5,-1.75,1.75,252,917,1,1,1,1,0.52,-1.5,0,172,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,e00cfbf004eaada7e46b67b12300977af784ceb9e0e35c608eea290b7c999e4d
RESCS1-003:EL,RESCS1-003,EL,EXPLICIT,LOW,B,B,B,1,1,1,28.875,35.5,28.875,35.5,-6.625,6.625,224,845,1,1,0,0,0.24,-0.5,1,173,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,7c54da05d571dba806b72843a42c34a5cfb678f2951cb86470d02a5c01f81794
RESCS1-003:NL,RESCS1-003,NL,NEUTRAL,LOW,B,B,B,1,1,1,23.75,35.0,23.75,35.0,-11.25,11.25,217,857,1,0,0,0,0.17,0.5,2,174,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,41dda2d76b076a9e45c36599997336e3191ff3bfcac20947694eeae23c67d2a2
RESCS1-003:NH,RESCS1-003,NH,NEUTRAL,HIGH,B,B,B,1,1,1,25.625,34.5,25.625,34.5,-8.875,8.875,237,933,1,0,1,0,0.37,1.5,3,175,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,d90d0aaa7f24f715a19c64868f04908719a6fd12a1504c3bf6d969b2e9a24677
RESCS1-026:NH,RESCS1-026,NH,NEUTRAL,HIGH,A,B,A,1,0,1,28.25,28.125,28.25,28.125,0.125,0.125,234,946,3,0,1,0,0.34,-1.5,0,176,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,eb1c99cbd4aa8161f5b385b00f41d8a0f32d2be066f0f7afc858f552c259b085
RESCS1-026:EL,RESCS1-026,EL,EXPLICIT,LOW,A,B,B,0,0,1,26.75,28.5,26.75,28.5,-1.75,-1.75,222,857,3,1,0,0,0.22,-0.5,1,177,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,2c02895cef2091a9ccb9e095f1029bfd367d5aa635b79d95bba0bc8a3b7f58ed
RESCS1-026:EH,RESCS1-026,EH,EXPLICIT,HIGH,A,B,A,1,0,1,32.5,29.875,32.5,29.875,2.625,2.625,249,930,3,1,1,1,0.49,0.5,2,178,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,91d32f51dab3ae72b62eff86fbd84170347157f2046eca43519a32d27a959958
RESCS1-026:NL,RESCS1-026,NL,NEUTRAL,LOW,A,B,B,0,0,1,28.75,29.5,28.75,29.5,-0.75,-0.75,216,869,3,0,0,0,0.16,1.5,3,179,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,73f81887faca857582ce95cdb7ef3f6d4e22ca47698f7c8f7a774f55fc22e7a9
RESCS1-044:EL,RESCS1-044,EL,EXPLICIT,LOW,B,A,A,0,0,1,34.75,32.75,34.75,32.75,2.0,-2.0,224,858,1,1,0,0,0.24,-1.5,0,180,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,36f2168caeb28755c92095cba67fd53980fa747c0aade4f4dd71c690f47ec52d
RESCS1-044:EH,RESCS1-044,EH,EXPLICIT,HIGH,B,A,A,0,0,1,36.0,32.5,36.0,32.5,3.5,-3.5,252,930,1,1,1,1,0.52,-0.5,1,181,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,34ff0274589c89a388c31642af43422f7f2d9e9c21f148064c482a5d0fc14a27
RESCS1-044:NL,RESCS1-044,NL,NEUTRAL,LOW,B,A,A,0,0,1,35.25,33.0,35.25,33.0,2.25,-2.25,217,870,1,0,0,0,0.17,0.5,2,182,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,773a23d0ce9381b36c3a830740369815dd120f7852ba43b416698282620ce09a
RESCS1-044:NH,RESCS1-044,NH,NEUTRAL,HIGH,B,A,A,0,0,1,33.5,32.0,33.5,32.0,1.5,-1.5,237,946,1,0,1,0,0.37,1.5,3,183,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,a349f39150a7a55fb1d2e12a41df746ed548607febf53d038c65641332a6ba28
RESCS1-008:EH,RESCS1-008,EH,EXPLICIT,HIGH,A,A,A,1,1,1,35.5,31.375,35.5,31.375,4.125,4.125,252,927,1,1,1,1,0.52,-1.5,0,184,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,e83e42d36f3cbaea2de84cd5346eec2572b70817eafe389749c6b3a7dcf2b16e
RESCS1-008:NL,RESCS1-008,NL,NEUTRAL,LOW,A,A,A,1,1,1,33.5,31.125,33.5,31.125,2.375,2.375,217,867,1,0,0,0,0.17,-0.5,1,185,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,73741aa91081d0a62a1e059b5ab2aabae8014b6c2ee91732c9f95018dd4e6887
RESCS1-008:NH,RESCS1-008,NH,NEUTRAL,HIGH,A,B,A,1,0,1,31.5,30.375,31.5,30.375,1.125,1.125,237,943,3,0,1,0,0.37,0.5,2,186,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,812570063e6a820161f8c5617cbef4e5638597f3e5655d1699342c89ecf1fbc7
RESCS1-008:EL,RESCS1-008,EL,EXPLICIT,LOW,A,A,A,1,1,1,33.5,31.875,33.5,31.875,1.625,1.625,224,855,3,1,0,0,0.24,1.5,3,187,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,093b5b4c8d0f205a416fe0260a976731316f3c33ac45fb68d41ca6defad7ed6b
RESCS1-059:NL,RESCS1-059,NL,NEUTRAL,LOW,A,A,A,1,1,1,33.25,30.375,33.25,30.375,2.875,2.875,216,862,3,0,0,0,0.16,-1.5,0,188,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,372d9b12a1967e35bac2ce6801efd4a6595eaa1827dafda5d00295207ab83085
RESCS1-059:NH,RESCS1-059,NH,NEUTRAL,HIGH,A,A,A,1,1,1,34.25,28.5,34.25,28.5,5.75,5.75,234,939,3,0,1,0,0.34,-0.5,1,189,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,ed5fdade026651216cbc2c76c012829a38fd0b3d5695b5ce04864f2ce0a95c32
RESCS1-059:EL,RESCS1-059,EL,EXPLICIT,LOW,A,A,B,0,1,1,28.875,29.625,28.875,29.625,-0.75,-0.75,222,850,3,1,0,0,0.22,0.5,2,190,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,15124cb3ad2250b8f802c753c4272887d1dda4f482adff6d533d0a8b58eba728
RESCS1-059:EH,RESCS1-059,EH,EXPLICIT,HIGH,A,A,A,1,1,1,35.5,30.5,35.5,30.5,5.0,5.0,249,923,1,1,1,1,0.49,1.5,3,191,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,ef94d6baba00c7f97162117d599c5ac14b1c7535423db2d59c9a51144febf7e7
RESCS1-015:EH,RESCS1-015,EH,EXPLICIT,HIGH,B,B,B,1,1,1,29.5,30.25,29.5,30.25,-0.75,0.75,252,937,3,1,1,1,0.52,-1.5,0,192,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,453150a43be84b59057248b76603eafc6177e0ed789f29f8ba2d79ed063ce840
RESCS1-015:NH,RESCS1-015,NH,NEUTRAL,HIGH,B,B,B,1,1,1,24.25,26.5,24.25,26.5,-2.25,2.25,237,953,3,0,1,0,0.37,-0.5,1,193,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,15706e6693e0574264e497f1b9fc6a10b054cd677798eed962348b159f08e14c
RESCS1-015:EL,RESCS1-015,EL,EXPLICIT,LOW,B,B,B,1,1,1,26.25,27.5,26.25,27.5,-1.25,1.25,224,865,3,1,0,0,0.24,0.5,2,194,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,ced1c007baa6daf6d3ccbd43a350ced2d7875af7223c734bcb9a3dc0010c3d4e
RESCS1-015:NL,RESCS1-015,NL,NEUTRAL,LOW,B,B,A,0,1,1,26.75,26.375,26.75,26.375,0.375,-0.375,217,877,3,0,0,0,0.17,1.5,3,195,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,ec1359ebbc664128e57deaa2a518009ade376ebf04d52d6ebc0af81a964ffe50
RESCS1-049:NH,RESCS1-049,NH,NEUTRAL,HIGH,B,A,A,0,0,1,34.5,33.5,34.5,33.5,1.0,-1.0,234,947,1,0,1,0,0.34,-1.5,0,196,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,44cf71be547af7e2b31e12774cfd7d5155fce016a2f2474efbf13958b75038f4
RESCS1-049:EL,RESCS1-049,EL,EXPLICIT,LOW,B,B,B,1,1,1,32.5,34.75,32.5,34.75,-2.25,2.25,222,858,1,1,0,0,0.22,-0.5,1,197,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,a76a4df971b10b88afc75cf077b29a2a5e6d9eea7a669a9f09bca7234bd613f7
RESCS1-049:NL,RESCS1-049,NL,NEUTRAL,LOW,B,A,A,0,0,1,34.0,33.75,34.0,33.75,0.25,-0.25,216,870,1,0,0,0,0.16,0.5,2,198,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,5590f98c9210a4626323ab94ec9a7fc3b9c4072784898280d7e86c6a25be3960
RESCS1-049:EH,RESCS1-049,EH,EXPLICIT,HIGH,B,B,B,1,1,1,29.875,35.25,29.875,35.25,-5.375,5.375,249,931,1,1,1,1,0.49,1.5,3,199,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,ef4155d0e7222ca08c1b195f88b3110d752709330695636bfe290beda61b4f36
RESCS1-031:EL,RESCS1-031,EL,EXPLICIT,LOW,B,B,B,1,1,1,23.375,24.625,23.375,24.625,-1.25,1.25,222,867,3,1,0,0,0.22,-1.5,0,200,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,caa59894a639139a06b6e24034541f583d90996bb0703e5a0fc83ee06eb4141b
RESCS1-031:NL,RESCS1-031,NL,NEUTRAL,LOW,B,B,A,0,1,1,25.0,23.75,25.0,23.75,1.25,-1.25,216,879,3,0,0,0,0.16,-0.5,1,201,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,a042b42974089fcb3ab09ee5be9257049084900b923076923a2c65f5410b9d78
RESCS1-031:EH,RESCS1-031,EH,EXPLICIT,HIGH,B,B,A,0,1,1,28.875,28.625,28.875,28.625,0.25,-0.25,249,940,3,1,1,1,0.49,0.5,2,202,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,a148bfb2e380c31dfc6bd77dbed2d59e35c5b3f173197de262e5012fb9d35af8
RESCS1-031:NH,RESCS1-031,NH,NEUTRAL,HIGH,B,B,B,1,1,1,23.5,25.75,23.5,25.75,-2.25,2.25,234,956,3,0,1,0,0.34,1.5,3,203,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,fb3f4c44c4fdc691d9ee5a36b197cbb58f35dc7682c212431d04a02c1149370b
RESCS1-023:NL,RESCS1-023,NL,NEUTRAL,LOW,A,A,A,1,1,1,32.5,19.25,32.5,19.25,13.25,13.25,216,879,3,0,0,0,0.16,-1.5,0,204,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,04382964a8f3e2cc80f64ec71eca118c9586726f2df3cf4decb1d2632f0770b9
RESCS1-023:EH,RESCS1-023,EH,EXPLICIT,HIGH,A,A,A,1,1,1,35.5,19.25,35.5,19.25,16.25,16.25,249,940,1,1,1,1,0.49,-0.5,1,205,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,2dfce764ed1ccbb1f4739b538e3c39b013eedbc338821d4a877fd87cd3f3bd55
RESCS1-023:NH,RESCS1-023,NH,NEUTRAL,HIGH,A,A,A,1,1,1,31.0,20.125,31.0,20.125,10.875,10.875,234,956,3,0,1,0,0.34,0.5,2,206,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,27712d735bfe0ed83fee845e29435881c609b7dfa94d8da659497d91fa561810
RESCS1-023:EL,RESCS1-023,EL,EXPLICIT,LOW,A,A,A,1,1,1,31.625,19.125,31.625,19.125,12.5,12.5,222,867,3,1,0,0,0.22,1.5,3,207,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,4168f03d64213c5b03f0a702139ad2b1e3081aaf31e4a44eb23f44a34e237455
RESCS1-007:NH,RESCS1-007,NH,NEUTRAL,HIGH,A,A,A,1,1,1,32.75,19.375,32.75,19.375,13.375,13.375,237,953,4,0,1,0,0.37,-1.5,0,208,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,9905a6a9712edf2ff2ce4ccb86c6c3b2216a38e39c363df718ca6d8bb3569838
RESCS1-007:EH,RESCS1-007,EH,EXPLICIT,HIGH,A,A,A,1,1,1,35.5,19.5,35.5,19.5,16.0,16.0,252,937,1,1,1,1,0.52,-0.5,1,209,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,138d3e84a075d87fd89bec8ed9e289fa1edd9cfb731c85cf7a21f42df3a8b563
RESCS1-007:EL,RESCS1-007,EL,EXPLICIT,LOW,A,A,A,1,1,1,32.5,18.625,32.5,18.625,13.875,13.875,224,865,3,1,0,0,0.24,0.5,2,210,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,5529cc6a2734ab6e27bed6572c44b2ecef320033e909c97d4ca42bcfcd8aaabf
RESCS1-007:NL,RESCS1-007,NL,NEUTRAL,LOW,A,A,A,1,1,1,34.0,18.875,34.0,18.875,15.125,15.125,217,877,3,0,0,0,0.17,1.5,3,211,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,62791d19b3ff6cc499ccead4932b7a6e7163f76798cf93b75dd50dc58c1c67e2
RESCS1-062:EH,RESCS1-062,EH,EXPLICIT,HIGH,B,A,A,0,0,1,36.0,29.0,36.0,29.0,7.0,-7.0,249,933,1,1,1,1,0.49,-1.5,0,212,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,4be7bb537ecd35c29095b5f738f40e1ad2070a58ac6c511e5b244af739d39e93
RESCS1-062:EL,RESCS1-062,EL,EXPLICIT,LOW,B,A,B,1,0,1,30.875,31.0,30.875,31.0,-0.125,0.125,222,860,3,1,0,0,0.22,-0.5,1,213,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,29c41770161de9d758103e6213a69cc63096997fbe3af7aa3939ea9b77c641cb
RESCS1-062:NL,RESCS1-062,NL,NEUTRAL,LOW,B,A,A,0,0,1,34.25,31.25,34.25,31.25,3.0,-3.0,216,872,3,0,0,0,0.16,0.5,2,214,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,b213fff9b353dd4cbba2cd239695a97da8748c08290633af01a59dc19382f6ba
RESCS1-062:NH,RESCS1-062,NH,NEUTRAL,HIGH,B,A,A,0,0,1,34.25,28.375,34.25,28.375,5.875,-5.875,234,949,3,0,1,0,0.34,1.5,3,215,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,76f1339f5333f21daa264110324deb55f23b2ffb05df6c10bc80d1499c563501
RESCS1-040:EL,RESCS1-040,EL,EXPLICIT,LOW,A,A,A,1,1,1,34.25,33.25,34.25,33.25,1.0,1.0,224,858,1,1,0,0,0.24,-1.5,0,216,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,452441d46bef6c4b71b126d3b459216dd5d24fc9c3779afdb2f4f449a4db5ef2
RESCS1-040:NL,RESCS1-040,NL,NEUTRAL,LOW,A,A,A,1,1,1,34.75,33.25,34.75,33.25,1.5,1.5,217,870,1,0,0,0,0.17,-0.5,1,217,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,b8227c5902c887cfd0ffc6e8e85a645715491ee3aed28e2d1eec24c27405ea8e
RESCS1-040:NH,RESCS1-040,NH,NEUTRAL,HIGH,A,A,A,1,1,1,34.0,33.5,34.0,33.5,0.5,0.5,237,946,1,0,1,0,0.37,0.5,2,218,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,b504e63ee78fd14f5370b0965204f939d350a0ca08b21b9e5d64b648cca4695a
RESCS1-040:EH,RESCS1-040,EH,EXPLICIT,HIGH,A,A,A,1,1,1,35.75,33.0,35.75,33.0,2.75,2.75,252,930,1,1,1,1,0.52,1.5,3,219,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,363dbbdff6684844078b9e643e8318d8fe443087b0ce83e05a649224278e2b38
RESCS1-011:NL,RESCS1-011,NL,NEUTRAL,LOW,A,A,A,1,1,1,32.0,30.875,32.0,30.875,1.125,1.125,217,857,3,0,0,0,0.17,-1.5,0,220,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,3d2426c2c6b8c52a9e3a237d6668831d420adfbdda6351fd48cf054ee93347aa
RESCS1-011:NH,RESCS1-011,NH,NEUTRAL,HIGH,A,A,A,1,1,1,32.25,29.125,32.25,29.125,3.125,3.125,237,933,3,0,1,0,0.37,-0.5,1,221,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,eb22f94f3b27917a921b231f7d30e41b263e1582668f57a8bc5c1f85e0bd1367
RESCS1-011:EH,RESCS1-011,EH,EXPLICIT,HIGH,A,A,A,1,1,1,34.25,31.375,34.25,31.375,2.875,2.875,252,917,3,1,1,1,0.52,0.5,2,222,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,06f0bc3b8bada71d6ab863377c9d816ed663cd75e3c8291859cdd6bbb9d6c6e6
RESCS1-011:EL,RESCS1-011,EL,EXPLICIT,LOW,A,A,A,1,1,1,30.5,30.375,30.5,30.375,0.125,0.125,224,845,3,1,0,0,0.24,1.5,3,223,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,15e4059edfa1a2d2d67366bddb978aaee59241c822232ce125a775d978727d85
RESCS1-053:EL,RESCS1-053,EL,EXPLICIT,LOW,A,B,B,0,0,1,30.5,35.0,30.5,35.0,-4.5,-4.5,222,862,1,1,0,0,0.22,-1.5,0,224,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,bb4f7e1c762f6cb9525303ace346238a1bb789ac888a936a27c8307f6c8e961a
RESCS1-053:NH,RESCS1-053,NH,NEUTRAL,HIGH,A,B,B,0,0,1,31.5,34.25,31.5,34.25,-2.75,-2.75,234,951,1,0,1,0,0.34,-0.5,1,225,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,16dd794fd96210db2b92c4b579b0e3a6b7aac735d01918ce9871264e3fa745a8
RESCS1-053:NL,RESCS1-053,NL,NEUTRAL,LOW,A,B,B,0,0,1,30.875,34.75,30.875,34.75,-3.875,-3.875,216,874,1,0,0,0,0.16,0.5,2,226,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,b2ac2299d2feac06c1b705c7da7f285491b823eb8ab89667a8d092445bf089c6
RESCS1-053:EH,RESCS1-053,EH,EXPLICIT,HIGH,A,B,B,0,0,1,28.75,34.75,28.75,34.75,-6.0,-6.0,249,935,1,1,1,1,0.49,1.5,3,227,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,32dc1bd1398491c6a173bca354bc98c5b0a33cebdb09e8e1f53d2ebece968a5e
RESCS1-032:NH,RESCS1-032,NH,NEUTRAL,HIGH,B,A,A,0,0,1,36.0,33.0,36.0,33.0,3.0,-3.0,237,946,1,0,1,0,0.37,-1.5,0,228,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,78b91cc548b29bf112034ca1ab541709ab32f2c9251644ab90cac28f414b2466
RESCS1-032:NL,RESCS1-032,NL,NEUTRAL,LOW,B,A,A,0,0,1,36.25,31.625,36.25,31.625,4.625,-4.625,217,870,1,0,0,0,0.17,-0.5,1,229,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,ffcfa4b53193885697809dff8c7202f58f974ecf3134c3d59737f5cb55c0ef5a
RESCS1-032:EH,RESCS1-032,EH,EXPLICIT,HIGH,B,B,B,1,1,1,33.0,33.25,33.0,33.25,-0.25,0.25,252,930,1,1,1,1,0.52,0.5,2,230,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,d56ad20303f326a8fa909c25c40a7ba2d21ac1e00d1f9ef67d2d91f533f603a1
RESCS1-032:EL,RESCS1-032,EL,EXPLICIT,LOW,B,A,A,0,0,1,35.75,33.0,35.75,33.0,2.75,-2.75,224,858,1,1,0,0,0.24,1.5,3,231,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,be331ceca321036422e9b263d547d1c190ff0a1613f786669ca91d6873d589ae
RESCS1-054:NL,RESCS1-054,NL,NEUTRAL,LOW,A,B,B,0,0,1,22.625,36.75,22.625,36.75,-14.125,-14.125,216,872,1,0,0,0,0.16,-1.5,0,232,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,628c8f4450f59d731cee1a6984e125d3ef5aaa64953ddd0b1172018b9681441e
RESCS1-054:EH,RESCS1-054,EH,EXPLICIT,HIGH,A,B,B,0,0,1,23.375,36.0,23.375,36.0,-12.625,-12.625,249,933,1,1,1,1,0.49,-0.5,1,233,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,ede6aa87c2ab14440b4f8281c3d4ac55f4b5b3fafdd2ed9ea8331eb307081ecf
RESCS1-054:EL,RESCS1-054,EL,EXPLICIT,LOW,A,B,B,0,0,1,22.625,36.5,22.625,36.5,-13.875,-13.875,222,860,1,1,0,0,0.22,0.5,2,234,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,943d352ab3f93815dab3d64b3659f75d57802342450e0819f8b43de9baac4fd9
RESCS1-054:NH,RESCS1-054,NH,NEUTRAL,HIGH,A,B,B,0,0,1,23.125,36.5,23.125,36.5,-13.375,-13.375,234,949,1,0,1,0,0.34,1.5,3,235,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,c651e9df0b2629ccf5ba6116abb529b840a07bc6172218f90f2e20553a4c604a
RESCS1-014:EH,RESCS1-014,EH,EXPLICIT,HIGH,B,A,A,0,0,1,35.5,29.875,35.5,29.875,5.625,-5.625,252,927,1,1,1,1,0.52,-1.5,0,236,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,1e3bc2019ebb551e51d94d6442512e65615c4b3d3f98d832165b1aefe41f701b
RESCS1-014:EL,RESCS1-014,EL,EXPLICIT,LOW,B,A,A,0,0,1,32.0,31.625,32.0,31.625,0.375,-0.375,224,855,3,1,0,0,0.24,-0.5,1,237,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,687319484fa585ca3149020e7efb4595e6fc2ce14c06aec6387b6d97979c1bc8
RESCS1-014:NH,RESCS1-014,NH,NEUTRAL,HIGH,B,A,A,0,0,1,33.25,29.375,33.25,29.375,3.875,-3.875,237,943,3,0,1,0,0.37,0.5,2,238,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,1756e4988d26f8e94664d13dbb8f7bf7f105571f642e1433bce82c2dc15de91b
RESCS1-014:NL,RESCS1-014,NL,NEUTRAL,LOW,B,A,A,0,0,1,34.25,31.625,34.25,31.625,2.625,-2.625,217,867,3,0,0,0,0.17,1.5,3,239,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,eee622a2b47fec062c52877e8e6745b34df9f879fd6ce5c97188ed04a074db38
RESCS1-037:NH,RESCS1-037,NH,NEUTRAL,HIGH,A,A,A,1,1,1,32.75,32.25,32.75,32.25,0.5,0.5,237,948,1,0,1,0,0.37,-1.5,0,240,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,035971ccfb44b5b74d686561eda07ab8a788f1c526e8d2d51b148dc896c86716
RESCS1-037:EL,RESCS1-037,EL,EXPLICIT,LOW,A,B,B,0,0,1,33.25,34.75,33.25,34.75,-1.5,-1.5,224,860,1,1,0,0,0.24,-0.5,1,241,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,3f7e9e38385ea79bcb621938c9881e074a14dfbdea0a5072676b2904dd66ade2
RESCS1-037:EH,RESCS1-037,EH,EXPLICIT,HIGH,A,B,B,0,0,1,29.0,33.5,29.0,33.5,-4.5,-4.5,252,932,1,1,1,1,0.52,0.5,2,242,Qwen/Qwen2.5-3B-Instruct,36155517723,20260925,f8ac98399fe170ab01b4185d9d95e2b9435e69e26d2dd83516d58542101352ea
